번호,데이터고유번호,기관기업고유번호,기술명칭,도시,직위
1274,69281,37595, Optoelectronic Whole Cell Array Biosensors ,ISRAEL, 
1275,69282,37595,Molecularly controlled dual gated field effect transistor for sensing applications,ISRAEL, 
1276,69283,37595,Electronic Device for Communication With Living Cells (Golden Brain) ,ISRAEL, 
1277,69284,37595,Optical Routing and Transport Accelerator (ORTA),ISRAEL, 
1278,69285,37595,Laser Power Grid ,ISRAEL, 
1279,69286,37595,Neutron Imaging Detectors ,ISRAEL, 
1280,69287,37595,Process for Producing Organic Ultra Thin Films ,ISRAEL, 
1281,69288,37595,"High-Strength, Lightweight Nano-cellulose Composites ",ISRAEL, 
1282,69321,37595,"High-Strength, Lightweight Nano-cellulose Composites ",ISRAEL, 
1283,69341,37595,A novel mean for the control of toxic Microcystis blooms in fresh water lakes ,ISRAEL, 
1284,69381,37595,Production of Biomaterials by Novel Paracoccus Species,ISRAEL, 
1285,69382,37595,Plant-Based Low-Power Energy Sources ,ISRAEL, 
1286,69383,37595,Removal of Toxic Metal from Wastewater,ISRAEL, 
1287,69384,37595,Novel Compounds for Disrupting Biofilms ,ISRAEL, 
1288,69385,37595, Semiconductor-Metal Hybrid Nanoparticles as Photocatalysts,ISRAEL, 
1289,69386,37595,A Novel Fungal-Derived Molecule That Kills Phytophagous Pest Mites,ISRAEL, 
1290,69387,37595,A High-throughput Screening Method to Select Cultivars with Potential Resistance to Abiotic Stresses,ISRAEL, 
1291,69388,37595,Ultrapurification Method and Sampler ,ISRAEL, 
1292,69389,37595," Moist, Absorbent Material for Cleaning Articles and Surfaces",ISRAEL, 
1293,69390,37595,New Fungi to Control Plant Mites and Powdery Mildew ,ISRAEL, 
1294,69391,37595,A Method for Generating Plant Variability ,ISRAEL, 
1295,69392,37595,Optoelectronic Whole Cell Array Biosensors ,ISRAEL, 
1296,69393,37595,New Approach for the Removal of Metal Ions from Water ,ISRAEL, 
1297,69394,37595,Viability of Microorganisms Entrapped In Dried Cellular Hydrocolloid Carriers Under Ultraviolet Radiation ,ISRAEL, 
1298,69395,37595,Method and Composition for Enhancing the Biodegradation of Biodegradable Organic Wastes,ISRAEL, 
1299,69768,37595,Improvement of Water Quality in Fresh Water Lakes Using Naturally Produced Allelochemicals ,ISRAEL, 
1300,69769,37595,Hurricane Mitigation by Combined Seeding with Condensation and Freezing Nuclei,ISRAEL, 
1301,69770,37595,Herbicides Inhibiting Plant Acetyl-CoA Carboxylase for Insect Reproductive Management ,ISRAEL, 
1302,69781,37595,Preventing Photodegradation of Pesticides ,ISRAEL, 
1303,69867,37595,Inducing Liquefaction for Soil Stabilization ,ISRAEL, 
1304,69868,37595,Fog Elimination and Rain Enhancement ,ISRAEL, 
1305,69869,37595,Novel TiO2-based Photocatalysts for Effective Degradation ,ISRALE, 
1306,69870,37595,Hydrocolloid Sponges ,ISRAEL, 
1307,69981,37595,New Algorithm Family to Improve Image Matching ,israel, 
1308,69982,37595,Improved Image Accuracy During Resizing ,israel, 
1309,69983,37595,Improved Image Accuracy During Resizing ,israel, 
1310,69984,37595,Computer-Aided Surgery and Medical Image Processing Laboratory ,israel, 
1311,69985,37595,Detection of Sarcasm ,israel, 
1312,70341,37595,Fast Image and Video Upscaling from Self-Examples ,israel, 
1313,70361,37595,Color Clipping Correction ,israel, 
1314,70381,37595,Shift-Map Image Editing ,israel,Professor
1315,70401,37595,Edge-Avoiding Wavelets and their Applications ,israel, 
1316,70701,37595,Artificial Vision for the Blind ,israel, 
1317,70721,37595, Efficient Integration of Road Maps,israel,Professor
1318,70722,37595, Method for transmitting medical images via cell phones,israel,Professor
1319,70723,37595,Method for transmitting medical images via cell phones ,israel,Professor
1320,70741,37595,Single Image Dehazing ,israel, 
1321,70742,37595,Single Image Dehazing ,israel, 
1322,71361,37595,A new method for the optimal selection and placement of landmarks for registration in navigated neurosurgery ,ISRAEL,Professor 
1323,71362,37595,3D Visualization of Long Scenes ,ISRAEL, 
1324,71381,37595,New View Synthesis from Plural Images Using A Trifocal Sensor Data Structure In A Multi-View Parallax Geometry ,ISRAEL,Professor 
1325,71382,37595,Robust Real Time Pattern Matching ,ISRAEL, 
1326,72341,31383,고주파 소자,즈쿠바,센터장
1327,72461,37595,Personalized Publishing ,ISRAEL, 
1328,72481,37595,Certifying Electronic Identity ,israel, 
1329,72482,37595, A Novel High Dynamic Range Compression Method,israel, 
1330,72483,37595,Target-Driven Smoke Animation,israel, 
1331,72484,37595,Colorization of Photos and Video Images,israel, 
1332,72501,37595,Copper Nanoparticles for Ink-Jet Printing ,israel, 
1333,72901,37595,Semiconductor-Metal Hybrid Nanoparticles as Photocatalysts ,ISRAEL,Prof
1334,72902,37595,Semiconductor Quantum Rod Lasers In A Cylindrical Microcavity ,ISRAEL, 
1335,72903,37595,"A Method for the Preparation of Organic Nanoparticles, from Nanoemulsions ",israel, 
1336,72904,37595,Improved Formulation of Water-Insoluble Pesticides ,israel, 
1337,72905,37595,Electronic Device for Communication With Living Cells (Golden Brain) ,israel, 
1338,72921,37595,Novel Patterning for Metallic Thin Films ,israel, 
1339,73042,73041,신형석탄화공기술,북경, 
1340,73043,33194,신세대 메탄올 알켄제조기술,북경,프로젝트 담당
1341,73045,73044,년생산25만셋트자동차전자제동시스템(EBS)개발프로그램,절강,마켓팅 팀장
1342,73121,37595,Nano Micro Particles ,israel, 
1343,73122,37595,Nano Gold Electrical Connections ,israel, 
1344,73123,37595,Nanoparticle probes for high resolution imaging ,israel, 
1345,73124,37595,NIR Light Emitting Diodes and Photodetectors,israel, 
1346,73125,37595,Electrodeposition of Sol-Gel Films ,israel, 
1347,73761,37595,A New Drink Based on Naturally Occurring Polyphenols ,ISRAEL,Prof.
1348,74881,37595,Bioreactor for Improved Productivity Of Photosynthetic Algae ,israel,Prof
1349,75322,75281,Bioreactor for Improved Productivity Of Photosynthetic Algae,israel,Prof
1350,75324,75281,High Efficiency Solar Receiver for Industrial Applications,israel, 
1351,75341,75281,Method for Extracting and Upgrading Heavy Oil and Other Heavy Hydrocarbons,israelq, 
1352,75581,75281,Preventing/Reducing Environmental Implications of Crop Protection Products,israel, 
1353,75582,75281,Catalytic Remediation of Herbicide Polluted Water,israel, 
1354,75583,75281,Thermotolerant Organisms,israel,Prof.
1355,75584,75281,SOLAR CELLS ARRANGEMENT,israel,
1356,76641,75281,Means to Store and Transport Solar Energy,israel, 
1357,76661,75281,Reducing SO2 levels in the Environment using plants,israel,Professor
1358,76662,75281,Catalytic Reduction of Water,israel,
1359,76663,75281,Glyphosate Resistant Seeds,israel, 
1360,76961,75281,A New Method For Tomato Gene Knockout And Mutant Isolation,israel, 
1361,76962,75281,Bioreactor for Improved Productivity Of Photosynthetic Algae,israel,
1362,76963,75281,Use of Allicin as Insect Repellent and Insecticide in Agricultural Crops,israel, 
1363,76981,75281,Thermotolerant Organisms,israel, 
1364,77303,75281,Reducing SO2 levels in the Environment using plants,israel,Professor
1365,77304,75281,Enhancment of Plant Survival ,israel, 
1366,77542,75281,Enrichment of Repopulating Stem Cells For Clinical Protocols,israel, 
1367,77561,75281,Novel therapy for antiphospholipid syndrome based on b2GPI (beta-2-glycoprotein-I) corresponding synthetic peptides,israel, 
1368,77562,75281,Biosensors ,israel, 
1369,77563,75281,A three time point (3TP) MRI Method For Improving The Specificity Of Cancer Diagnosis,israel, 
1370,77581,75281,Novel Therapeutic Peptides For The Treatment Of Chronic Inflammatory Conditions,israel, 
1371,77821,75281,Human DNA Repair In Medical Diagnostics,israel,Prof
1372,77901,75281,Synthetic Peptides for Treatment of Allergies,israel,Professor
1373,77921,75281,Novel treatment for improving bone-marrow transplantation success,israel, 
1374,77922,75281,Anti-inflammatory properties of low levels of IFN-,israel,Prof
1375,77923,75281,Combined anti Hypertensive and Cholesterol Reducing Therapy Based on a Synthetic Derivative of Allicin,israel, 
1376,78121,75281,"Treatment Of Cancer And Infectious Diseases By Allicin Using A Novel, Site-Specific Delivery System",israel, 
1377,78122,75281,Sperm Thermotaxis: Applications to Diagnosis and Treatment of Infertility,israel, 
1378,78123,75281,Diagnosis and Follow-up of Schizophrenia,israel, 
1379,78124,75281,A Capacitor-Based Single-Molecule Motion Detector,israel, 
1380,78561,75281,Apparatus and method for Prostate cancer detection,israel, 
1381,78562,75281,Sustained Drug Release: Reversible Pegylation,israel, 
1382,78563,75281,Phophotyrosine Phosphatase - A Novel Target for obesity ,israel, 
1383,78564,75281,Anti-Cancer Immunotherapy: Anti-Tumor Vaccines ,israel, 
1384,79001,37595,NOVEL QUINONOID DERIVATIVES OF CANNABINOIDS AND THEIR USE IN THE TREATMENT OF MALIGNANCIES ,israel, 
1385,79101,37595,Novel Compounds for the treatment of obesity ,israel, 
1386,79102,37595,Preventing Loss of Vision and Blindness in Animal Models of Retinal Diseases,israel, 
1387,79103,37595,Research Hub | Mitochondrial Research ,israel, 
1388,79142,79141,CVD coating process for producing coatings and apparatus for carrying out the process,"Mainz, Germany", 
1389,79781,37595,Herbicides Inhibiting Plant Acetyl-CoA Carboxylase for Insect Reproductive Management ,israel, 
1390,79803,37595,Enhanced growth of transgenic crop plants ,israel,Full professor
1391,79807,37595,Viability of Microorganisms Entrapped In Dried Cellular Hydrocolloid Carriers Under Ultraviolet Radiation ,israel, 
1392,79844,37595,A Method for Generating Plant Variability ,israel, 
1393,80241,37595,Plant Scent Enhancement ,israel, 
1394,80261,37595,One-Click Dialling for Mobile Phones ,israel, 
1395,80281,37595,New Approach for the Removal of Metal Ions from Water ,israel, 
1396,80282,37595,Novel Biofilters to Reduce Nitrate Levels ,israel, 
1397,80681,75281,  Coherently controlled nonlinear Raman spectroscopy and microscopy by a single laser pulse source  ,israel, 
1398,80701,75281,Suppression Of Splicing (SOS): A New Insight into the Mechanism Controlling the performance of Alternatively Spliced Protein Variants,israel, 
1399,80721,75281,Reactive Animation,israel, 
1400,80722,75281,Diagnosis of Serum Paraoxonases (PONs) and link to Atherosclerosis ,israel, 
1401,80941,75281,Dissacharides for Treatment of Inflammatory Conditions & Neuronal Degeneration,israel,Professor
1402,80942,75281,Modulation of Ion-Channel Clustering by Gliomedin,israel,
1403,80943,75281,Cryo-Immunotherapy,israel, 
1404,80944,75281,Tumor Diganosis and Prognosis by new MRI Contrast Agents ,israel, 
1405,81103,76872,태양열에어콘 시장전망 좋음,북경,프로젝트주관
1406,81104,76872,중국 첫 클라우드 컴퓨팅 서버 출하,북경,시장팀장
1407,81106,76872,중국모바일에서 WiMO기술협약을 주도다화면 융합 ,북경,마켓팅주임
1408,81107,76872,하얼빈 의과대학 제3병원에서 제3례 자체외주조혈간세포이식 (自外周造血干胞移植)에 성공    ,상해, 
1409,81108,76872,중국 자주적 개발 내연기 처음으로 선진국에 수출,북경,연구팀장
1410,81109,76872,제2대 에틸알코올 상업시범 프로젝트 내년에 실시,흑룡강 조동시, 
1411,81110,76872,희토류 함유인광석 분리연구로 중대한 성과 취득,북경,연구원
1412,81981,75281,On-Chip Synthesis of Biomolecules,israel, 
1413,81982,75281,Lineage Trees for Cells,israel, 
1414,81983,75281,Novel Mutants of Pigment Epithelium Derived Factor (PEDF) for treating Antiangiogenic,israel, 
1415,81985,75281,A Method for Manufacturing Synthetic Genes,israel, 
1416,82141,82085,Sequential chemical vapor deposition,AP Almere, 
1417,82181,82086,Device to automatically cut the slubbing of a yarn being worked,S. Vito al Tagliamento, 
1418,82201,82084,Apparatus for melt spinning multicomponent yarns,Remscheid, 
1419,82261,82101,Spin transistor,Oxford , 
1420,82281,82081,Magnetic field sensor with ferromagnetic thin layers having magnetically antiparallel polarized components,Julich, 
1421,82301,82081,Protective coating for metallic substrates,Julich, 
1422,82321,82062,"Particle source, especially for reactive ionic etching and plasma-supported CVD processes",Koln, 
1423,82341,82121,Al.sub.2 O.sub.3 coated cutting tool preferably for near net shape machining,Sandviken, 
1424,82361,82121,Alumina coated cutting tool,Sandviken, 
1425,82381,82121,Multilayered PVD coated cutting tool,Sandviken, 
1426,82421,79141,Internal coating of a glass tube by plasma pulse-induced chemical vapor deposition,Mainz, 
1427,82441,79141,Method of making a vessel having a wall surface having a barrier coating,Mainz, 
1428,82481,79141,Plasma-enhanced CVD coating process,Mainz, 
1429,82501,82061,Detachable coupling of a rotor cup and rotor shaft in an open-end spinning rotor,Ubach-Palenberg, 
1430,82521,82061,"Rotor spinning device with a contactless, passive, radial bearing for the spinning rotor",Ubach-Palenberg, 
1431,82541,82061,Thrust bearing for an open-end spinning rotor,Ubach-Palenberg, 
1432,82542,82082,Tool and process for coating a basic tool component,Essen, 
1433,82543,82161,Multi-station disk finishing apparatus and method,Hampshire, 
1434,82544,82083,Spinning block,Kiel Wellsee , 
1435,82981,75281,Non-Invasive Pipe Flow Meter,israel, 
1436,82982,75281,Genomica: A Statistical Analysis and Visualization Tool for Genomic Data,israel,
1437,82983,75281,New Isoflavone Derivatives as Potential Treatment for Cancer,israel, 
1438,82984,75281,Thermotolerant Organisms,israel,
1439,83421,75281,Early Detection of Susceptibility to Schizophrenia by Associated Genes and Markers,israel, 
1440,83422,75281,Delivery of Drugs into the Brain,israel, 
1441,83423,75281,"Na, K-ATPase Isoforms and Selective Inhibitors Thereof",israel, 
1442,83424,75281,Imaging of BBB Abnormalities in Schizophrenia and other neurodegenerative deseases,israel, 
1443,84101,75281,"Anti-glutamate Receptor GluR3B for Diagnosis, Research and Drug Discovery in Epilepsy",israel,
1444,84102,75281,Induction of Apoptosis in Neural Cancer Cells,israel, 
1445,84103,75281,Pig and human embryonic organs: novel sources for organ transplantation,israel, 
1446,84104,75281,Genomic Tagging Strategy for Localization of mRNA within Living Cells ,israel,
1447,84601,75281,The role of factor VIII in transplantation,israel, 
1448,84602,75281,PON1 as a detoxification agent,israel,
1449,84603,75281,CD151 - a novel anti-Inflammatory regulator,israel, 
1450,84604,75281,Genetically Engineered T regs for use in suppression of autoimmune and inflammatory diseases,israel, 
1451,85321,75281,A Novel target for regulating lymphangiogenesis and lymph-node metastasis,israel,Prof. 
1452,85322,75281,Multifanctional Albumin conjugates,israel, 
1453,85323,75281,Different profile expression of specific micro RNA may serve as biomarker for ALS,israel,
1454,85341,75281,Biomarkers for muscle invasion in bladder cancer,israel, 
1455,86183,75281,Protein Affinity Purification ,israel, 
1456,86184,75281,Immune therapy for treating Mental Disorders ,israel, 
1457,86185,75281,Combination of Anti-ErbB-2 monoclonal Ab for treating cancer,israel,
1458,86186,75281,ErbB peptides for treating cancer,israel, 
1459,86511,75281,Novel Proteasome inhibitors for treating cancer,israel,
1460,86513,75281,Cyclic peptides for HIV vaccination,israel, 
1461,86514,75281,Induction peptide expression in the nervous system,israel, 
1462,86516,75281,Novel peptides which serve as mobilization agents,israel, 
1463,86602,75281,Kits for determining of prostate cancer to radiation therapy,israel, 
1464,86603,75281,Overlapping recombination by simple PCR.,israel, 
1465,86604,75281,Novel Peptides For Treating HIV,israel, 
1466,86605,75281,Novel Methods For Efficient Recombinant Protein Production,israel, 
1467,86921,86881,Method of obtaining biologically active collagen from skins of the salmonidae fish,Warszawa, 
